Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification
In the Stars	VV2	VV201_In_The_Stars	N	Event						R	1		When setup starts, each player draws a card and adds 1 build point to their  starting build point total. | Each player's units with printed build cost 2 or more get "Last Stand: Draw a card."		
Lola (A)	VV2	VV202_Lola_A	N	Character	Independent Force Sensitive	6	50	4	4	R	2		Deploy: Take 1 70/1/2 E2 (A) Subordinate with "Tap -> Do 1 damage to a unit in this arena. Play only when E2 would attack" and put it into the Character arena. | Pay 1 Force -> Choose a color. Lola and up to 2 other cards in play each become the chosen color until end of game. | Pay 2 Force -> Evade 2	<s><a>y</a><l>Spawn E2 (A)</l><f>/spawn E2 (A);/s spawns E2 (A) Subordinate on deployment of Lola (A).</f></s>	
Rugal (A)	VV2	VV203_Rugal_A	L	Character	Golak Jedi	5	50	3	5	R	3		Bounty: Remove up to 2 damage counters from one of your Force Sensitive units or Jedi. When the battle phase starts, choose one: Rugal gets Double Strike until end of turn. Or: Rugal gets Critical Hit 2 and Ferocity until end of turn. | Pay 3 Force -> Evade 3 | Pay 1 Force -> Intercept		
Sith Mother (A)	VV2	VV204_Sith_Mother_A	D	Character	Sith Lord	6	50	4	6	R	4		Inspiration | Whenever you deploy a Force Sensitive Child or Sith Apprentice, gain 1 Force. | Pay 2 Force -> Evade 2		
Sith Mother's Starship (A)	VV2	VV205_Sith_Mother_s_Starship_A	D	Space	Sith Transport	6	50	4	5	R	5		Shields 1 | When your build step starts, search your deck for a Force Sensitive Child or Sith Apprentice card, reveal it, and put it into your hand. | Pay 1 Force -> Evade 1		
Ara and Toul (A)	VV2	VV206_Ara_and_Toul_A	L	Ground/Character	Jedi Padawan Mechanic Squad	5	40	4	5	U	6		Switch: Damage Control 1/Fortitude | Whenever you complete a Mission, choose  one: Ara and Toul get Focus 1 until end of turn.  Or: Ara and Toul get Lucky 1 until end of turn. | Pay 2 Force -> Evade 2		
Bichan  (A)	VV2	VV207_Bichan_A	D	Character	Dark Jedi Master - Sith Lord	5	50	5	4	U	7		Bichan can attack Light Side units in the Ground arena. | Whenever a unit attacks Bichan, put 1 corruption counter on that unit. | Bichan gets Ferocity when attacking a unit with 1 or more corruption counters on it. | Pay 2 Force -> Absorb 2		
Double-Colored Lightsaber	VV2	VV208_Double_Colored_Lightsaber	N	Equipment	Character - Lightsaber Weapon	2				U	8		Pay 2 Force -> Equip | Equipped Force Sensitive, Jedi, or Sith gets Parry 1 and Riposte 1. | Equipped unique Force Sensitive, Jedi, or Sith also gets “Pay 1 Force -> Choose a side symbol. This unit’s side becomes the chosen side symbol until end of turn.” and “The first two times a unit color or side symbol changes each turn, draw a card.”		
Follow the Light!	VV2	VV209_Follow_the_Light	L	Mission		0				U	9		Tap one of your unique Light side units -> Take 1 40/2/2 Liberated Prisoners Subordinate with "Tap -> A unique unit in this arena gets Inspiration until end of turn." and put it into the Ground or Character arena. | Pay 2 Force, tap one of your unique Light Side units -> Meditate	<s><a>y</a><l>Spawn Liberated Prisoners</l><f>/spawn Liberated Prisoners;/s spawns Liberated Prisoners Subordinate using Follow the Light! and must now tap one of their unique Light Side units.</f></s>	
I Am Your Mother	VV2	VV210_I_Am_Your_Mother	L	Battle						U	10		Gain 2 Force. | Enhance: Pay 4 Force -> Also, untap one of your units with "Family" in its name.		
Kalfus Family  (A)	VV2	VV211_Kalfus_Family_A	L	Ground/Character	Twi'Lek Racer Entertainer Squad	3	40	2	3	U	11		 [Pilot] Speeder or Transport Pilot. The Speeder  or Transport gets: *Velocity 25 *Lucky 2 *Tap -> Evade 2		
Koten's Family (A)	VV2	VV212_Koten_s_Family_A	L	Ground	Independent Force Sensitive Squad	5	30	4	4	U	12		Each of your opponent's units in this arena loses Armor and gets Backfire 2. | Each of your units gets "Last Stand: Gain 1 Force." | Pay 2 Force -> Evade 2		
Rani's Family (A)	VV2	VV213_Rani_s_Family_A	N	Ground	Golak Force Sensitive Refugee Squad	4	40	2	5	U	13		Upkeep: Gain 1 Force. | Put 1 damage counter on Rani's Family and retreat it -> Prevent all damage to Rani's Family.		
The Pit	VV2	VV214_The_Pit	N	Location	Ground - Prison Facility	2				U	14		When each turn ends, choose one: Put 1 captivity counter on a unit. Or: Put a unit with more captivity counters on it than its printed health face-down beneath this Location. | When this Location is discarded, remove all captivity counters from each card beneath it and put them face-up into their arenas tapped.		
TIE Solar Transport	VV2	VV215_TIE_Solar_Transport	N	Space	Imperial Transport	5	40	4	4	U	15		Shields 1 | Deploy: Look at your opponent's hand. | Last Stand: Return a different unit card from your discard pile to your hand.		
Aau (A)	VV2	VV216_Aau_A	L	Character	Korban Force Sensitive Child	3	30	1	3	C	16		Each of your Skills cost 1 less build counter to complete and 1 less Force to equip. | Pay 1 Force -> Add 2 counters to your Resource. | Remove 2 counters from your Resource -> Gain  2 Force.		
Aau's Song	VV2	VV217_Aau_s_Song	L	Equipment	Character - Skill	2				U	17		Pay 2 Force -> Equip | Equipped Force Sensitive Child or Jedi Padawan gets +1 power and +1 health for each line of flavor text on it and "Tap -> Remove all captivity or corruption counters  from a unit." 		
Bandits of Golak	VV2	VV218_Bandits_Of_Golak	N	Ground	Golak Pirate Squad	4	30	6	4	C	18		Pay 2 build points -> Take 1 60/2/2 Mounted Jangori Subordinate with "Each of your opponent's units get Accuracy -1 when attacking this unit." and put it into the Ground arena. Play only during your build step and only if this unit didn't retreat last turn.	<s><l>Pay 2BP to spawn Mounted Jangori Subordinate</l><f>/spawn Mounted Jangori;/player stat2 -2;/s pays 2BP to spawn a Mounted Jangori Subordinate using Bandits of Golak</f></s>	
